25099,9,11,15,17,22,26,14
25098,5,8,13,17,18,29,2
25097,3,5,16,23,26,31,14
25096,7,9,11,12,16,29,15
25095,15,16,22,23,26,32,4
25094,11,13,17,19,23,29,16
25093,9,11,12,24,25,26,10
25092,2,11,14,17,23,24,12
25091,3,4,17,19,25,27,14
25090,6,11,12,21,27,28,15
25089,4,6,8,18,31,33,5
25088,1,3,13,18,21,25,6
25087,2,6,14,15,24,26,8
25086,2,6,8,10,17,24,6
25085,11,14,15,18,21,24,13
25084,6,8,10,14,24,33,15
25083,10,15,16,17,27,29,12
25082,4,6,9,14,32,33,11
25081,3,6,18,20,23,28,5
25080,3,7,8,10,16,19,5
25079,8,11,14,15,30,32,5
25078,6,15,17,30,32,33,14
25077,4,7,8,15,20,21,15
25076,2,6,9,12,14,30,8
25075,10,12,14,19,20,21,15
25074,3,4,12,20,32,33,13
25073,2,7,10,27,30,33,11
25072,2,14,17,25,27,29,5
25071,1,12,18,23,25,28,7
25070,2,3,15,21,22,33,6
25069,2,4,19,23,27,30,5
25068,5,7,8,19,20,31,7
25067,1,5,10,17,20,22,5
25066,6,22,24,27,28,30,4
25065,6,10,13,14,15,20,11
25064,2,10,13,22,29,33,16
25063,2,19,21,22,28,30,1
25062,6,8,9,13,25,31,14
25061,6,7,9,10,11,32,9
25060,6,14,18,25,28,30,1
25059,4,10,11,12,13,24,1
25058,2,6,7,9,10,20,6
25057,4,9,15,16,25,30,14
25056,1,2,10,14,28,31,3
25055,2,5,22,27,29,33,12
25054,5,7,10,21,24,27,16
25053,6,9,10,13,30,33,7
25052,6,7,10,17,20,26,9
25051,1,2,3,4,17,22,1
25050,9,12,15,18,22,33,16
25049,3,6,19,27,29,33,11
25048,16,21,22,23,27,31,10
25047,1,14,21,22,23,31,12
